Descrição,Código (SKU),Unidade,Preço,Preço promocional,Estoque disponível,Custo,origem
"Kit Adesivo Prata Inox Geladeira Móveis Armario -10m X 1,00m",KIT-IP47-10-933,KIT,261.57,0,29.0,0,servi
"Kit Adesivo Prata Inox Geladeira Móveis Armario -12m X 1,00m",KIT-IP47-12-933P,KIT,297,0,0.0,0,servi
"Kit Adesivo Prata Inox Geladeira Móveis Armario -12m X 1,00m - Prata",KIT-IP47-12-933,KIT,297,0,24.0,135.16,servi
"Kit Adesivo Prata Inox Geladeira Móveis Armario -9m X 1,00m",KIT-IP47-9-933,UN,229.06,0,33.0,0,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 2 M X 0,61cm",KIT-IP1076-2-933,UN,40,0,81.0,0,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 2,50x1,00m",MLB3355365179,1,59.75,0,0.0,0,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 2,50x1,00m - Preto Fosco",KIT-IP50-250-933,1,59.75,0,84.0,31.98,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 5 M X 0,50cm",MLB2868562899,UN,63.71,0,0.0,0,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 5 M X 0,50cm - KIT - 1 ESPATULA COM FELTRO MAIS 1 ESTILETE DE PLASTICO",KIT-IP812-5-933,UN,63.71,0,29.0,30.4,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 7 M X 0,50cm",MLB2868608664,UN,75.3,0,0.0,0,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 7 M X 0,50cm - KIT - 1 ESPATULA COM FELTRO MAIS 1 ESTILETE DE PLASTICO",KIT-IP812-7-933,UN,75.3,0,20.0,40.96,servi
"Kit Adesivo Preto Fosco Geladeira Fogão Moveis 7 M X 0,61cm",KIT-IP1076-7-933,UN,129.37,0,23.0,0,servi
Kit Aplicação Papel Parede: Espátula + Estilete,MLB3676644610,UN,18.11,0,0.0,0,servi
Kit Aplicação Papel Parede: Espátula + Estilete - 1 ESPATULA VARIAS CORES E 1 ESTILETE 9MM PLASTICO,KIT-IP172-114,UN,18.11,0,-304.0,1.65,servi
KIT BORDER C/ BARRA IMÃ RONEK COD:9199,IP1205,UN,120,0,17.0,83.17,servi
KIT BORDERS 1 RONEK 5PCS COD:9099,IP1600,UN,90,0,2.0,0,servi
KIT BORDERS 2 RONEK 5PCS COD:9099-0,IP778-PAI,UN,90,0,0.0,0,servi
KIT BORDERS 2 RONEK 5PCS COD:9099-0 - KIT BORDER 2 COD- 9099-0,IP778,UN,90,0,-38.0,66.53,servi
"Kit Envelopamento De Mesa De Vidro Laca Branco 1,60 X 1m",KIT-IP888-160-933,1,50.53,0,84.0,0,servi
"Kit Envelopamento De Mesa De Vidro Laca Branco 1,80 X 1m",MLB3516018945,,56.73,0,0.0,0,servi
"Kit Envelopamento De Mesa De Vidro Laca Branco 1,80 X 1m - kit - 1 espatula com feltro e 1 estilete de plastico",KIT-IP888-180-933,,56.73,0,84.0,0,servi
"Kit Envelopamento De Mesa De Vidro Laca Branco 2,10m X 1m",KIT-IP888-210-933,,61.3,0,84.0,0,servi
Kit Envelopamento De Mesa De Vidro Laca Branco 2m X 1m,MLB3191376917,,61.07,0,84.0,0,servi
Kit Envelopamento De Mesa De Vidro Laca Branco 2m X 1m - OFF WHITE/CREME,KIT-IP888-2-933,,61.07,0,84.0,0,servi
"Kit Envelopamento Fibra De Carbono 4d Preto 1,10x2,00 Teto",IP1095-2-933,UN,113.52,0,18.0,41.84,servi
"Kit Envelopamento Fibra De Carbono 4d Preto 1,40x4,00 Teto",MLB3516017525,,169.2,0,0.0,0,servi
"Kit Envelopamento Fibra De Carbono 4d Preto 1,40x4,00 Teto - Preto",KIT-IP69-4-933,,169.2,0,48.0,0,servi
KIT ENVELOPAMENTO JOKER IMÃ+ESPATULA COD:9091 RONEK,IP1200,UN,90,0,3.0,65.15,servi
KIT ESPATULA 4 PEÇAS COD:77-1313 EXFAK,IP176,UN,50,0,10.0,25.77,servi
KIT ESPATULA C/ FELTRO + ESTILETE,IP933,UN,5,0,84.0,4,servi
KIT ESPATULA C/ FELTRO + ESTILETE PARA ECOMERCE,IP25874,UN,5,0,165.0,4,servi
Kit Espátula De Feltro E Estilete Para Envelopamento,MLB2650065805,UN,36.67,0,0.0,0,servi
Kit Espátula De Feltro E Estilete Para Envelopamento,KIT-IP38-185,UN,34.87,0,-113.0,14.34,servi
Kit Espátula De Feltro E Estilete Para Envelopamento - 1 ESPATULA DE FELTRO E 1 ESTILETE DE FERRO CODIGO - 15 401,KIT-38-185,UN,36.67,0,-113.0,14.34,servi
KIT ESPATULA MIN FLEXIVEL 03 PCS COD:50-2056 EXFAK,IP595,UN,28,0,1.0,15.47,servi
KIT IMÃ MAGNETO BLACK RONEK COD:5553,IP1058,UN,70,0,8.0,46.23,servi
KIT IMÃ MAGNETO PAR COD:50-023 EXFAK,IP177,UN,70,0,-20.0,45.41,servi
KIT RATINHO LARANJA IMPORTADO C/5 LAMINA FERRO +5 LAMINA PLASTICO,IP1999,UN,35,0,13.0,15.71,servi
KIT RATINHO PRATA C/LAMINAS COD: 15-046K,IP225-PAI,UN,38,0,0.0,0,servi
KIT RATINHO PRATA C/LAMINAS COD: 15-046K - CODIGO 15-046K KIT C-LAMINAS PLASTICO E FERRO,IP225,UN,38,0,-41.0,17.05,servi
Lâmina 30 Graus Deli Estilete 9mm Uso Profissional C/20 Lâm.,MLB1901340879,UN,46.34,0,0.0,0,servi
Lâmina 30 Graus Deli Estilete 9mm Uso Profissional C/20 Lâm. - 2 TUBINHOS C- 10 LAMINA CADA TUBO,IP209-2,UN,46.34,0,-854.0,11.27,servi
Lâmina 30 Graus Para Estilete 9mm Uso Profissional C/30 Lâm.,MLB2819574631,UN,56.96,0,0.0,0,servi
Lâmina 30 Graus Para Estilete 9mm Uso Profissional C/30 Lâm. - 3 TUBINHOS C- 10 LAMINAS CADA TUBO,IP209-3,UN,56.96,0,-569.0,16.9,servi
Lâmina Estreita 9mm Norma 30 Graus (100 Unidades),MLB3161484026,UN,122,0,0.0,0,servi
Lâmina Estreita 9mm Norma 30 Graus (100 Unidades) - 10 TUBINHOS C- 10 LAMINA CADA TUBO,IP209-10,UN,122,0,-171.0,56.33,servi
Lâmina Estreita 9mm Norma 30 Graus (50 Peças),MLB2889135564,UN,63.6,0,0.0,0,servi
Lâmina Estreita 9mm Norma 30 Graus (50 Peças) - 5 TUBINHOS C- 10 LAMINA CADA TUBO,IP209-5,UN,63.6,0,-342.0,28.17,servi
LAMINA FACA FRESA PARA CNC 4 MM X 42 CM,IP254780,UN,50,0,0.0,0,servi
LAMINA FACA PLOTTER DE RECORTE 30 GRAUS ROLAND,IP1108,UN,15,0,48.0,0.78,servi
LAMINA FACA PLOTTER DE RECORTE 45 GRAUS GRAPHTEC ,IP1302,UN,15,0,0.0,0,servi
LAMINA FACA PLOTTER DE RECORTE 45 GRAUS ROLAND,IP1109,UN,15,0,109.0,0.78,servi
LAMINA FACA PLOTTER DE RECORTE 60 GRAUS ROLAND,IP1110,UN,15,0,42.0,0.78,servi
LAMINA NORMA 18MM 30 º LARGA,IP210,UN,15,0,-49.0,6.88,servi
LAMINA NORMA 18MM LARGA,IP152-PAI,UN,15,0,0.0,0,servi
LAMINA NORMA 18MM LARGA - 10 TUBINHOS C- 10 LAMINA CADA TUBO,IP152,UN,15,0,-258.0,8.23,servi
LAMINA NORMA 9MM 30 º ESTREITA,IP209-PAI,UN,12,0,0.0,0,servi
LAMINA NORMA 9MM 30 º ESTREITA - 1 TUBINHOS C- 10 LAMINA CADA TUBO,IP209,UN,12,0,-1709.0,5.63,servi
LAMINA NORMA 9MM ESTREITA,IP153,UN,10,0,-901.0,5.63,servi
LAMINA P/ ESTILETE ACO CARBONO 2-050K EXFAK,IP141,UN,3,0,31.0,2.14,servi
LAMINA P/ ESTILETE ACO CARBONO 2-050K EXFAK - GRUPO,IP141-GRUPO,UN,0,0,0.0,0,servi
LAMINA P/ ESTILETE ACO CARBONO 2-050K EXFAK - GRUPO - 1 Unid.,IP141-1,UN,3.33,0,31.0,0,servi
LAMINA P/ ESTILETE ACO CARBONO 2-050K EXFAK - GRUPO - 10 Unid.,IP141-10,UN,33.4,0,3.0,0,servi
LAMINA P/ ESTILETE ACO CARBONO 2-050K EXFAK - GRUPO - 20 Unid.,IP141-20,UN,66.8,0,1.0,0,servi
LAMINA P/ ESTILETE ACO CARBONO 2-050K EXFAK - GRUPO - 5 Unid.,IP141-5,UN,16.7,0,6.0,0,servi
LAMINA P/ RATINHO PLASTICO AMARELA/LARANJA COD8-47,IP224,UN,2,0,481.0,0.21,servi
LAMINA P/ RATINHO PROFISSIONAL COD: 8-47C12 D,IP181,UN,1.5,0,613.0,0.65,servi
LAMINA PARA ESTILETE 9MM ESTREITA COD:MP 453,IP1159,UN,4,0,-43.0,1.14,servi
LAMINA PARA ESTILETE LARGO 18 MM COD: MP 452,IP1160,UN,6,0,111.0,2.2,servi
LAMINA PARA RATAO 8-002C P/ 15-050 AVULSA EXFAK,IP1231,UN,2.3,0,-40.0,1.22,servi
LAMINA PARA RATAO 8-002C P/ 15-050 AVULSA EXFAK - GRUPO ML,IP1231-GRUPO,UN,0,0,0.0,0,servi
LAMINA PARA RATAO 8-002C P/ 15-050 AVULSA EXFAK - GRUPO ML - 1 Unid.,IP1231-1,UN,2,0,-40.0,1.22,servi
LAMINA PARA RATAO 8-002C P/ 15-050 AVULSA EXFAK - GRUPO ML - 10 Unid.,IP1231-10,UN,23,0,-4.0,12.22,servi
LAMINA PARA RATAO 8-002C P/ 15-050 AVULSA EXFAK - GRUPO ML - 20 Unid.,IP1231-20,UN,46,0,-2.0,24.44,servi
LAMINA PARA RATAO 8-002C P/ 15-050 AVULSA EXFAK - GRUPO ML - 5 Unid.,IP1231-5,UN,11.5,0,-8.0,6.11,servi
LAMINA PARA RATAO 8-150 EXFAK,IP289,UN,2.5,0,-10.0,1.44,servi
LAMINA PARA RATAO 8-150 EXFAK - GRUPO,IP289-GRUPO,UN,0,0,0.0,0,servi
LAMINA PARA RATAO 8-150 EXFAK - GRUPO - 10 Unid.,IP289-10,UN,0,0,-1.0,0,servi
LAMINA PARA RATAO 8-150 EXFAK - GRUPO - 20 Unid.,IP289-20,UN,0,0,-1.0,0,servi
LAMINA PARA RATAO 8-150 EXFAK - GRUPO - 5 unid.,IP289-5,UN,0,0,-2.0,0,servi
Lâmina Profissional Norma Larga One Way 18mm  (100 Peças),MLB2135440883,UN,182.98,0,0.0,0,servi
Lâmina Profissional Norma Larga One Way 18mm  (100 Peças) - 10 TUBINHOS C- 10 LAMINA EM CADA TUBO,IP152-10u,UN,182.98,0,-26.0,82.26,servi
Lâmina Profissional Norma Larga One Way 18mm (100 Peças) - 10 caixinhas c/ 10 lamina cada caixa,IP152-10,UN,184.93,0,0.0,0,servi
Lâmina Profissional Norma Larga One Way 18mm (50 Peças),MLB3191528750,UN,97.4,0,0.0,0,servi
Lâmina Profissional Norma Larga One Way 18mm (50 Peças) - 5 TUBINHOS C- 10 LAMINA CADA TUBO,IP152-5,UN,97.4,0,-52.0,41.13,servi
LONA 280 GR BRILHO 200X300 IMPORTADA MT² (C/75MT),IP981,UN,7.62,0,2032.25,4.07,servi
LONA 280 GR BRILHO 200X300 SETE MT² (ROLO C/65 MT),IP716,UN,7.62,0,2729.0,3.98,servi
LONA 280 GR BRILHO 840X840 SETE MT² (C/ 65MT),IP755,UN,9.11,0,2883.5,4.37,servi
LONA 280 GR FOSCA 200X300 IMPORTADA MT² (ROL 50MT),IP1193,UN,7.62,0,405.0,3.95,servi
LONA 280 GR FOSCA 200X300 IMPORTADA MT² (ROL 75MT),IP1037,UN,7.62,0,1322.5,3.95,servi
LONA 280 GR FOSCA 200X300 SETE M² (C/65 MT),IP863,UN,7.62,0,2912.0,4.02,servi
LONA 300 GR BRILHO 1000X1000 IMPORTADA MT² ),IP734,UN,9.11,0,320.0,8.91,servi
LONA 380 GR BACKLIGHT 500X300 SETE MT² (C/50MT),IP722,UN,18.12,0,580.0,7.45,servi
LONA 380 GR BRILHO 300X500 IMPORTADA MT² C/50 MT LINEAR,IP1276,UN,9.37,0,465.0,4.84,servi
LONA 380 GR BRILHO 300X500 SETE MT² (C/50MT),IP719,UN,9.37,0,410.0,4.74,servi
LONA 380 GR BRILHO 500X500 IMPORTADA MT² (C/50MT),IP980,UN,9.37,0,0.0,5.21,servi
LONA 380 GR FOSCA 500X500 IMPORTADA MT² (C/50MT),IP1030,UN,9.37,0,100.0,5.21,servi
"LONA 380 GR FRONT BRILHO C/1,80 SETE (FRA)",IP954,UN,27,0,38.0,22.8,servi
LONA 440 GR BRILHO 500X300 IMPORTADA MT² ),IP897,UN,10,0,4165.0,5.22,servi
LONA 440 GR BRILHO 500X300 SETE MT² ) (C/50MT),IP717,UN,10,0,6939.6,2.44,servi
LONA 440 GR FOSCA 500X300 IMPORTADA MT²,IP898,UN,10,0,2715.0,6.95,servi
LONA 440 GR FOSCA 500X300 SETE MT² (C/50MT),IP723,UN,10,0,3026.0,5.38,servi
"LONA 440 GR FRONT FOSCA C/1,60 (FRACIONADA)",IP1194,UN,20,0,40.0,11.4,servi
"LONA BACKLIGHT 380GR C/1,60 (FRA)",IP378,UN,29,0,43.0,18.24,servi
"LONA DE TOLDO C/1,40 AMARELO F/ GELO TEXSOL",IP974,UN,23,0,14.0,10.96,servi
"LONA DE TOLDO C/1,40 AREIA DF TEXSOL",IP947,UN,23,0,2.5,8.13,servi
"LONA DE TOLDO C/1,40 AZUL DF",IP943,UN,25,0,62.5,14.82,servi
"LONA DE TOLDO C/1,40 BEGE F/ GELO",IP1212,UN,25,0,110.6,14.7,servi
"LONA DE TOLDO C/1,40 CINZA F/GELO",IP949,UN,23,0,1.0,8.13,servi
"LONA DE TOLDO C/1,40 DUPLA FACE",IP1253-PAI,MT,28.5,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m.",IP1253-10,MT,250,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Amarelo",IP1254-10,MT,250,0,-1.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Areia",IP1255-10,MT,250,0,-4.0,152.62,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Azul",IP1256-10,MT,250,0,-5.0,159.44,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Branco",IP1257-10,MT,250,0,-2.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Camurça",IP1258-10,MT,250,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Cinza",IP1259-10,MT,250,0,-3.0,153.02,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Marrom",IP1260-10,MT,250,0,-3.0,155.35,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Preto",IP1261-10,MT,250,0,-4.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Verde",IP1262-10,MT,250,0,-4.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 10m. - Vermelho",IP1263-10,MT,250,0,-3.0,153.88,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m.",IP1253-15,MT,375,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Amarelo",IP1254-15,MT,375,0,-1.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Areia",IP1255-15,MT,375,0,-3.0,228.92,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Azul",IP1256-15,MT,375,0,-3.0,239.16,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Branco",IP1257-15,MT,375,0,-2.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Camurça",IP1258-15,MT,375,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Cinza",IP1259-15,MT,375,0,-2.0,229.53,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Marrom",IP1260-15,MT,375,0,-2.0,233.03,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Preto",IP1261-15,MT,375,0,-3.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Verde",IP1262-15,MT,375,0,-3.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 15m. - Vermelho",IP1263-15,MT,375,0,-2.0,230.83,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m.",IP1253-20,MT,500,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Amarelo",IP1254-20,MT,500,0,-1.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Areia",IP1255-20,MT,500,0,-2.0,305.23,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Azul",IP1256-20,MT,500,0,-3.0,318.88,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Branco",IP1257-20,MT,500,0,-1.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Camurça",IP1258-20,MT,500,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Cinza",IP1259-20,MT,500,0,-2.0,306.04,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Marrom",IP1260-20,MT,500,0,-2.0,310.71,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Preto",IP1261-20,MT,500,0,-2.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Verde",IP1262-20,MT,500,0,-2.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 20m. - Vermelho",IP1263-20,MT,500,0,-2.0,307.77,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m.",IP1253-3,MT,75,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Amarelo",IP1254-3,MT,75,0,-2.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Areia",IP1255-3,MT,75,0,-12.0,45.78,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Azul",IP1256-3,MT,75,0,-15.0,47.83,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Branco",IP1257-3,MT,75,0,-6.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Camurça",IP1258-3,MT,75,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Cinza",IP1259-3,MT,75,0,-11.0,45.91,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Marrom",IP1260-3,MT,75,0,-10.0,46.61,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Preto",IP1261-3,MT,75,0,-12.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Verde",IP1262-3,MT,75,0,-14.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 3m. - Vermelho",IP1263-3,MT,75,0,-9.0,46.17,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m.",IP1253-5,MT,125,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Amarelo",IP1254-5,MT,125,0,-1.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Areia",IP1255-5,MT,125,0,-8.0,76.31,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Azul",IP1256-5,MT,125,0,-9.0,79.72,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Branco",IP1257-5,MT,125,0,-4.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Camurça",IP1258-5,MT,125,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Cinza",IP1259-5,MT,125,0,-7.0,76.51,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Marrom",IP1260-5,MT,125,0,-6.0,77.68,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Preto",IP1261-5,MT,125,0,-7.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Verde",IP1262-5,MT,125,0,-8.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 5m. - Vermelho",IP1263-5,MT,125,0,-6.0,76.94,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m.",IP1253-6,MT,150,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Amarelo",IP1254-6,MT,150,0,-1.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Areia",IP1255-6,MT,150,0,-6.0,91.57,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Azul",IP1256-6,MT,150,0,-8.0,95.66,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Branco",IP1257-6,MT,150,0,-3.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Camurça",IP1258-6,MT,150,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Cinza",IP1259-6,MT,150,0,-5.0,91.81,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Marrom",IP1260-6,MT,150,0,-5.0,93.21,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Preto",IP1261-6,MT,150,0,-6.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Verde",IP1262-6,MT,150,0,-7.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 6m. - Vermelho",IP1263-6,MT,150,0,-5.0,92.33,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m.",IP1253-8,MT,200,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Amarelo",IP1254-8,MT,200,0,-1.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Areia",IP1255-8,MT,200,0,-5.0,122.09,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Azul",IP1256-8,MT,200,0,-6.0,127.55,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Branco",IP1257-8,MT,200,0,-3.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Camurça",IP1258-8,MT,200,0,0.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Cinza",IP1259-8,MT,200,0,-4.0,122.41,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Marrom",IP1260-8,MT,200,0,-4.0,124.28,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Preto",IP1261-8,MT,200,0,-5.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Verde",IP1262-8,MT,200,0,-6.0,0,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - 8m. - Vermelho",IP1263-8,MT,200,0,-4.0,123.11,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Amarelo",IP1254,MT,28.5,0,-5.0,14.59,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Areia",IP1255,MT,28.5,0,-35.5,15.26,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Azul",IP1256,MT,28.5,0,-44.0,15.94,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Branco",IP1257,MT,28.5,0,-17.0,15.92,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Camurça",IP1258,MT,28.5,0,0.0,14.59,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Cinza",IP1259,MT,28.5,0,-34.5,15.3,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Marrom",IP1260,MT,28.5,0,-29.5,15.54,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Preto",IP1261,MT,28.5,0,-34.5,14.59,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Verde",IP1262,MT,28.5,0,-42.0,14.59,servi
"LONA DE TOLDO C/1,40 DUPLA FACE - Vermelho",IP1263,MT,28.5,0,-26.0,15.39,servi
"LONA DE TOLDO C/1,40 FUNDO GELO",IP1264-PAI,MT,28.5,0,0.0,0,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Amarelo",IP1265,MT,28.5,0,0.0,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Areia",IP1266,MT,28.5,0,0.0,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Azul",IP1267,MT,28.5,0,-6.5,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Branco",IP1268,MT,28.5,0,0.0,15.77,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Camurça",IP1269,MT,28.5,0,0.0,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Cinza",IP1270,MT,28.5,0,0.0,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Marrom",IP1271,MT,28.5,0,0.0,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Preto",IP1272,MT,28.5,0,-15.0,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Verde",IP1273,MT,28.5,0,0.0,14.59,servi
"LONA DE TOLDO C/1,40 FUNDO GELO - Vermelho",IP1274,MT,28.5,0,-9.0,14.59,servi
"LONA DE TOLDO C/1,40 LARANJA F/GELO TEXSOL",IP948,UN,23,0,26.0,8.13,servi
"LONA DE TOLDO C/1,40 PRETO DF TEXSOL",IP944,UN,23,0,0.0,8.13,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA",IP1280-PAI,MT,33.5,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Branco",IP1281,MT,33.5,0,0.0,16.42,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Bronze",IP1282,MT,33.5,0,-16.0,16.62,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Cinza/ Fume",IP1283,MT,33.5,0,-17.5,16.72,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1",IP1280-Ecommerce,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 1 m.",IP1281-1,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 10 m.",IP1281-10,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 15 m.",IP1281-15,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 20 m.",IP1281-20,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 3 m.",IP1281-3,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 5 m.",IP1281-5,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 6 m.",IP1281-6,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Branco - 8 m.",IP1281-8,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Bronze - 1 m.",IP1282-1,MT,0,0,0.0,0,servi
"LONA DE TOLDO C/1,40 TRANSLUCIDA - Ecommerce 1 - Bronze - 10 m.",IP1282-10,MT,0,0,0.0,0,servi
